article type,Article Number,link,Journal,Year,Author,Host,Host_name,Host_number,Pathogen group,Pathogen_group_number,Pathogen_species,Pathogen_species_number,Environment,Environment_number,Inoculation (yes/no),Disease variable,scale_type,Author's definition,min,max,Description,Measure reference,Disease index?,Sample unit (type),Sample size,Observation,Transformation,anova_type,means_separation,Replicates_n,Replicates_max,Units_per_replicate,Sample_size_parse_status,,analysis_method,analysis_family,comparison_methods,comparison_number,comparison_family
original article,121,https://doi.org/10.1094/phyto-04-18-0118-r,Phytopathology,2018,"Venance Colman Massawe, Alvina Hanif, Ayaz Farzand, David Kibe Mburu, Sylvans Ochieng Ochola, Liming Wu, Hafiz Abdul Samad Tahir, Qin Gu, Huijun Wu, Xuewen Gao",Plant,Plant,1,Fungi,1,Sclerotinia sclerotiorum,1,Laboratory,1,Yes,Lesion size,Continuous,,0,,Lesion size on host-plant leaves,,No,Leaf,three replicates,,,,,3,,,Parsed replicate count,,Not reported,Not reported,Not reported,0,Not reported
original article,122,https://doi.org/10.1094/phyto-09-17-0306-r,Phytopathology,2018,"Xuefei Wang, Dean A. Glawe, Elizabeth Kramer, David Weller, Patricia A. Okubara",Grape,Grapevine,1,Fungi,1,Botrytis cinerea,1,Laboratory,1,Yes,Severity,Ordinal,disease severity rating on a scale of 0 (healthy) to 7 (grape skin thin and wrinkled;berry shrunken to one-half the size of healthy),0,7,Botrytis disease severity rating on isolated berries on a 0-7 scale,Archbold et al.,Yes,Fruit,,10 days postinoculation,,Kruskal-Wallis,Dunn's test / Tukey / Fisher's LSD,,,,Not reported,,Kruskal–Wallis,Nonparametric,Tukey / Fisher's LSD / Dunn,3,Multiple-comparison procedure / Nonparametric comparison
original article,135,https://doi.org/10.1094/phyto-02-19-0045-r,Phytopathology,2019,"Likun Wang, Mark Mazzola",Apple,Apple,1,Oomycete,1,Pythium spp.,1,Field,1,No,Incidence,Continuous,incidence of Pythium spp.,0,100,Incidence of Pythium spp. root infection,,No,Root,six replicates for each soil treatment,at the end of the initial growing season,,Anova,,6,,,Parsed replicate count,,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,142,https://doi.org/10.1094/phyto-12-18-0487-r,Phytopathology,2019,"Mout De Vrieze, Ramona Gloor, Josep Massana Codina, Stefano Torriani, Katia Gindro, Floriane L?Haridon, Aurelien Bailly, Laure Weisskopf",Potato,Potato,1,Oomycete,1,Phytophthora infestans,1,Laboratory,1,Yes,Severity,Continuous,estimate of the surface covered with mycelium,0,,Estimate of the leaf disc surface covered with mycelium,,No,Leaf,four technical replicates,,,,,,,,"Reported, complex/unparsed",,Not reported,Not reported,Not reported,0,Not reported
original article,143,https://doi.org/10.1094/phyto-02-19-0042-r,Phytopathology,2019,"Mudassir Iqbal, Mukesh Dubey, Anders Broberg, Maria Viketoft, Dan Funck Jensen, Magnus Karlsson",Wheat,Wheat,1,Fungi,1,Fusarium graminearum,1,Greenhouse,1,Yes,Severity,Ordinal,disease symptoms were scored based on a scale of 0 to 4,0,4,Disease symptoms on wheat seedlings scored on a 0 to 4 scale,Dubey et al.,Yes,Plant,five biological replicates,3 weeks postinoculation,,,Tukey-Kramer,5,,,Parsed replicate count,,Not reported,Not reported,Tukey,1,Multiple-comparison procedure
original article,147,https://doi.org/10.1094/phyto-04-18-0123-r,Phytopathology,2019,"Sabrina Sarrocco, Fabio Valenti, Sara Manfredini, Pilar Esteban, Rodolfo Bernardi, Grazia Puntoni, Riccardo Baroncelli, Miriam Haidukowski, Antonio Moretti, Giovanni Vannacci",Wheat,Wheat,1,Fungi,1,Fusarium graminearum,1,Laboratory,1,Yes,Severity,Continuous,fungal growth and mycotoxin production,0,,Fungal growth on kernels,,No,Seed,three biological replicates,,,Anova,Tukey's HSD,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,155,https://doi.org/10.1094/phyto-05-20-0156-r,Phytopathology,2020,"Andrew C. Wylie, Zamir K. Punja",Radish,Radish,1,Fungi,1,Rhizoctonia solani,1,Greenhouse,1,Yes,Severity,Ordinal,disease severity on the following scale: 1 = healthy plant... 4 = plant dead ... used to calculate AUDPC,1,4,"Disease severity on a 1-4 scale, used to calculate Area Under the Disease Progress Curve (AUDPC)",,Yes,Plant,,"days 8, 13, 16, and 21",,Anova,Fisher LSD / Tukey,,,,Not reported,,ANOVA,ANOVA-based,Tukey / Fisher's LSD,2,Multiple-comparison procedure
original article,164,https://doi.org/10.1094/phyto-09-19-0367-r,Phytopathology,2020,"Jibin Zhang, Dmitri V. Mavrodi, Mingming Yang, Linda S. Thomashow, Olga V. Mavrodi, Jason Kelton, David M. Weller",Wheat,Wheat,1,Fungi,1,Rhizoctonia solani,1,Greenhouse,1,Yes,Severity,Ordinal,"scoring disease severity on a scale of 0 to 8, where 0 = no disease detected and 8 = plant dead or nearly so",0,8,Severity of root disease rated on a 0 to 8 scale,,Yes,Plant,nine replicates,three weeks,,,,9,,,Parsed replicate count,,Not reported,Not reported,Not reported,0,Not reported
original article,177,https://doi.org/10.1094/phyto-09-20-0436-r,Phytopathology,2020,"Xiaoyong Yuan, Cixiang Chen, Renato Beozzo Bassanezi, Feng Wu, Zheng Feng, Damin Shi, Jinyun Li, Yimin Du, Ling Zhong, Balian Zhong, Zhanjun Lu, Xiang Song, Yan Hu, Zhigang Ouyang, Xinjun Liu, Jinzhao Xie, Xi Rao, Xi Wang, Dapeng Oliver Wu, Zhengfei Guan, Nian Wang",Citrus,Citrus,1,Bacteria,1,Candidatus Liberibacter asiaticus,1,Field,1,No,Incidence,Continuous,incidence of HLB was assessed for every tree in all citrus groves by visual observation,0,100,Percentage of HLB incidence based on visual observation,,No,Tree,"approximately 24,200 trees were observed in each survey",each October to December between 2013 and 2019,,Regression,,,,,"Reported, complex/unparsed",,Regression,Regression,Not reported,0,Not reported
original article,179,https://doi.org/10.1094/phyto-06-20-0229-r,Phytopathology,2020,"You Li, Haiying Yu, Joao P. M. Araujo, Xinfeng Zhang, Yingchao Ji, Jiri Hulcr",Pine,Pine,1,Nematode,1,Bursaphelenchus xylophilus,1,Field,1,Yes,Severity,Continuous,delays wilt and postpones death,,,Evaluation of wilt and plant death,,No,Tree,five replicates were used,,,,,5,,,Parsed replicate count,,Not reported,Not reported,Not reported,0,Not reported
original article,199,https://doi.org/10.1094/phyto-05-21-0205-r,Phytopathology,2021,"Mudassir Iqbal, Matilda Jutzeler, Soraya C. Franca, Felix Wackers, Erik Andreasson & Johan A. Stenberg",Fragaria x ananassa,Strawberry,1,Fungi,1,Botrytis cinerea,1,Laboratory,1,Yes,Severity,Ordinal,0-4 scale,0,4,"Density of mycelial growth: 0=no growth, 1=margin, 2=slight, 3=moderate, 4=dense",Adikaram et al.,No,Fruit,15 biological replicates,up to 4 weeks,,Kruskal-Wallis,Fisher LSD or Tukey-Kramer,15,,,Parsed replicate count,,Kruskal–Wallis,Nonparametric,Tukey / Fisher's LSD,2,Multiple-comparison procedure
original article,238,https://doi.org/10.1094/phyto-04-21-0178-r,Phytopathology,2022,"Shuen-Huang Tsai, Yu-Ting Chen, Yu-Liang Yang, Bo-Yi Lee, Chien-Jui Huang & Chao-Ying Chen",Fragaria x ananassa,Strawberry,1,Fungi,1,Botrytis cinerea,1,Field,1,Yes,Incidence,Continuous,,0,100,Fruit rot incidence,Tsai et al.,No,Plant,,after 8 applications,,Anova / Kruskal-Wallis,,,,,Not reported,,ANOVA / Kruskal–Wallis,Parametric / Nonparametric,Not reported,0,Not reported
original article,241,https://doi.org/10.1094/phyto-11-21-0464-r,Phytopathology,2022,"Tianyan Yun, Tao Jing, Dengbo Zhou, Miaoyi Zhang, Yankun Zhao, Kai Li, Xiaoping Zang, Lu Zhang, Jianghui Xie & Wei Wang",Musa spp.,Banana,1,Fungi,1,Fusarium oxysporum f. sp. cubense,1,Greenhouse,1,Yes,Index,Continuous,,0,100,Disease index calculated based on severity grades,Chen et al.,No,Plant,3 replicates,30 days,,Anova,Tukey's HSD,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,289,https://doi.org/10.1094/phyto-06-24-0189-r,Phytopathology,2024,"Justin L. Eagan, Evan R. Digman, Martijn den Boon, Roberto Regalado, Mira S. A. Rawa, Linda C. Horianopoulos, Chris Todd Hittinger, Christina M. Hull, Nancy P. Keller",Malus domestica,Apple,1,Fungi,1,Penicillium expansum,1,Laboratory,1,Yes,Lesion size,Continuous,Area,,,Mycelial area measurements / Lesion diameter,,No,Wound,3 replicates,7 days,,Anova,Tukey / Dunnett's,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey / Dunnett / Dunn,3,Multiple-comparison procedure / Nonparametric comparison
original article,301,https://doi.org/10.1094/phyto-11-23-0431-r,Phytopathology,2024,"Soumya Mukherjee, Gayathri Beligala, Chenchen Feng and Shin-Yi Marzano",Soybean,Soybean,1,Fungi,1,Sclerotinia sclerotiorum,1,Laboratory,1,Yes,Lesion size,Continuous,Lesion area (cm²),,,Lesion size after spray application of dsRNA targeting SsAgo2 gene at 800 ng/0.2 cm² on detached leaves inoculated with S. sclerotiorum,,No,Leaf,,,,Anova,Tukey's HSD,,,,Not reported,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,302,https://doi.org/10.1094/phyto-06-23-0219-r,Phytopathology,2024,"Steven Lindow, Renee Koutsoukis, Kyle Meyer, Clelia Baccari",Vitis vinifera,Grapevine,1,Bacteria,1,Xylella fastidiosa,1,Field,1,Yes,Severity,Continuous,Percentage,0,1,Fraction of leaves on a given shoot that exhibited any symptom of PD,Lindow et al.,No,Shoot,10 replicate plants,14 weeks,,Anova,Tukey's HSD / Duncan,10,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey / Duncan,2,Multiple-comparison procedure
original article,311,https://doi.org/10.1094/phyto-04-24-0148-r,Phytopathology,2024,"Youzhou Liu, Chen Dai, Yang Zuo, Junqing Qiao, Jiahui Shen, Xiaole Yin, Yongfeng Liu",Oryza sativa,Rice,1,Fungi,1,Rhizoctonia solani / Magnaporthe oryzae,2,Greenhouse,1,Yes,Index,Ordinal,Index,,,Disease index,Qi et al.,No,Plant,3 replicates,7 days,,Anova,,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,329,https://doi.org/10.1094/phyto-10-24-0311-r,Phytopathology,2025,"Kirtus P. Houting, Xingwang Yu, Shreena Pradhan, Beatriz T. Gouveia, James P. Kerns, Brian M. Schwartz, Aaron J. Patton, Katrien M. Devos, Susana R. Milla-Lewis",Zoysia spp.,Zoysiagrass,1,Fungi,1,Rhizoctonia solani,1,Laboratory / Greenhouse,2,Yes,Incidence / Severity / AUDPC,Continuous,Percentage / AUDPC,0,100,"Disease severity, AUDPC, and Digital image analysis percent incidence (DIAPI)",Horsfall-Barratt / Madden et al.,No,Plot / Bin,5 replicates,24 or 33 days,,GLMM,,5,,,Parsed replicate count,,GLMM,Mixed model,Not reported,0,Not reported
original article,342,https://doi.org/10.1094/phyto-06-24-0200-r,Phytopathology,2025,"Youli Ma, Peiying Li, Wenjing Xie, Fenghua Liu, Dongxue Li, Atta Ur Rehman, Delu Wang, Jing-Jiang Zhou, Yue Ma and Zhuo Chen",Tea,Tea,1,Fungi,1,Didymella segeticola,1,Greenhouse,1,Yes,Severity,Continuous,Percentage,0,100,Percentage tea leaf spot severity after curative treatment with wuyiencin (nucleotide antimicrobial of microbial origin),,No,Leaf,,,,Anova,Tukey's HSD,,,,Not reported,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,346,https://doi.org/10.1094/phyto-06-25-0203-r,Phytopathology,2026,"Qi Luo, Xiaotong Feng, Delu Wang, W.M.W.W. Kandegama, Qiang Bian and Zhuo Chen",Tomato / Maize,Tomato / Maize,1,Fungi,1,Botrytis cinerea / Puccinia spp.,2,Laboratory,1,Yes,Severity,Continuous,Percentage,0,100,Percentage antifungal activity of osthole against gray mold and maize rust assessed in detached tomato leaves/fruits and potted maize plants,,No,Leaf / Fruit,15 replicates,,,Anova,Tukey's HSD,15,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,347,https://doi.org/10.1094/phyto-06-25-0227-r,Phytopathology,2026,"Xiansu Wang, Chengyan Xia, Dongxue Li, Fenghua Liu, Jun Zhang, Wenjing Xie, Dan Cheng, Libo Zhang and Zhuo Chen",Tomato,Tomato,1,Fungi,1,Botrytis cinerea,1,Laboratory,1,Yes,Severity,Continuous,Percentage,0,100,Percentage inhibition effect of eugenol against gray mold on detached tomato fruits and leaves at 1500 ug/ml,,No,Fruit / Leaf,15 replicates,,,Anova,Tukey's HSD,15,,,Parsed replicate count,,ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,167,https://doi.org/10.1186/s42483-019-0044-4,Phytopathology Research,2020,"Lei Li, Zhihong Hu, Tan Dai, Panqing Liu, Chen Chen, Pengfei Liu, Jiajin Guo, Hucheng Liu, Songlin Li, Jianjun Hao, Xili Liu",Tomato,Tomato,1,Virus,1,Tomato chlorosis virus,1,Greenhouse / Field,2,Yes,Index,Continuous,sum(disease level x number of plants)/(highest level x total plants) x 100 (0-9 scale),0,100,Disease index,Li et al. 2016,Yes,Plot,150 or 200 tomato plants with 3 or 4 replications,,,Anova,Fisher LSD,4,,,Parsed replicate count,,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,194,https://doi.org/10.1186/s42483-020-00079-2,Phytopathology Research,2021,"Jinyun Li, Vladimir G. Kolbasov, Zhiqian Pang, Shuo Duan, Donghwan Lee, Yixiao Huang, Jin Xu, Doron Teper, Tirtha Lamichhane, Nian Wang",Sweet orange,Citrus,1,Bacteria,1,Candidatus Liberibacter asiaticus,1,Field,1,No,Severity,Ordinal,0 to 5 scale indicates the proportion of limbs expressing HLB symptoms. Overall severity rating 0 to 40 per tree. Standardized area under the disease progress stair (sAUDPS).,0,40,HLB disease severity,Gottwald et al. (2007),Yes,Tree,Six replicates (n = 6),,Log10,Repeated Measures Anova,Tukey's HSD,6,,,Parsed replicate count,,Repeated-measures ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,211,https://doi.org/10.1186/s42483-021-00081-2,Phytopathology Research,2021,"Xiaofei Gu, Qingchao Zeng, Yu Wang, Jishun Li, Yu Zhao, Yan Li, Qi Wang",Melon,Melon,1,Bacteria,1,Acidovorax citrulli,1,Laboratory / Greenhouse,2,Yes,Incidence / Index,Ordinal,0 to 6 scale based on percentage of symptomatic area. Disease index = [?(Rating x Number of diseased leaves rated) / Total number of leaves x Highest rating] x 100,0,6,Disease index and incidence,Bahar et al. 2008,Yes,Plant,Three pots as a repetition (each pot had six seedlings),,,Anova,Tukey's HSD / Dunnet,,,6,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Tukey / Dunnett / Dunn,3,Multiple-comparison procedure / Nonparametric comparison
original article,237,https://doi.org/10.1186/s42483-022-00126-0,Phytopathology Research,2022,"Shike Liu, Qiannan Wang, Na Liu, Hongli Luo, Chaozu He and Bang An",Rubber tree,Rubber tree,1,Fungi,1,Colletotrichum gloeosporioides,1,Laboratory,1,Yes,Lesion size,Continuous,Lesion diameter in millimeters,0,,Diameter of the lesion measured on inoculated rubber tree leaves,,No,Leaf,3,3 and 4 days post-inoculation,,Anova,Duncan's MRT,,,,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,256,https://doi.org/10.1186/s42483-023-00204-x,Phytopathology Research,2023,"Jiawei Wang, Yulong Peng, Shanshan Xie, Xinru Yu, Chongyu Bian, Huiping Wu, Yun Wang, and Ting Ding",Tobacco,Tobacco,1,Bacteria,1,Ralstonia solanacearum,1,Greenhouse / Field,2,Yes,Incidence,Continuous,Percentage of plants showing bacterial wilt symptoms;control efficacy = reduction relative to untreated control,0,100,Percentage of plants exhibiting bacterial wilt symptoms,,No,Plant,3 replicates,30 days post-inoculation,,Anova,Fisher LSD,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,269,https://doi.org/10.1186/s42483-023-00168-y,Phytopathology Research,2023,"Ruimin Jia, Keyu Xiao, Ligang Yu, Jing Chen, Lifang Hu, and Yang Wang",Wheat,Wheat,1,Fungi,1,Puccinia striiformis f. sp. tritici,1,Field,1,Yes,Index,Continuous,DSI (%) = disease severity x disease incidence / 100,0,100,Disease severity index for wheat stripe rust,,Yes,Plant,3 replicates,,,Anova,Duncan's MRT,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,281,https://doi.org/10.1186/s42483-024-00234-z,Phytopathology Research,2024,"Chunqing Wang, Zhimin Ma, Jinhuan Zhou, Jiaxin Li, Peng Cao, Chenhu Song, Chuxin Li, Xinliang Wang, Yu Bin, Changyong Zhou and Zhen Song",Eureka lemon (Citrus limon),Eureka lemon,1,Bacteria,1,Xanthomonas citri subsp. citri,1,Laboratory,1,Yes,Lesion size,Continuous,Lesion area of leaves inoculated with Xcc,0,,Area of the lesion on inoculated lemon leaves,,No,Leaf,,10 dpi,,Student's t-test,t-test,,,,Not reported,,t-test,t-test,t-test,1,Pairwise test
original article,282,https://doi.org/10.1186/s42483-024-00260-x,Phytopathology Research,2024,"Divya Chouhan, Poulami Dutta, Debojit Dutta, Ankita Dutta, Anoop Kumar, Palash Mandal, Chandrani Choudhuri, and Piyush Mathur",Wheat,Wheat,1,Fungi,1,Aspergillus spp.,1,Laboratory,1,Yes,Mycelial growth,Continuous,Percentage inhibition of Aspergillus mycelial growth by Ag-nanochitosan relative to untreated control,0,100,Percentage inhibition of mycelial growth by silver nanochitosan,,No,Petri dish,3 replicates,,,Anova,Duncan's MRT,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,303,https://doi.org/10.1186/s42483-024-00235-y,Phytopathology Research,2024,"Tamia M. Kushaha, Angela G. Mkindi, Ernest R. Mbega, Philip C. Stevenson and Steven R. Belmain",Common bean (Phaseolus vulgaris),Bean,1,Fungi,1,Colletotrichum boninense,1,Field,1,Yes,Severity,Continuous,Disease severity (%),0,100,Percentage of disease severity on bean plants,,No,Plant,6,At harvest,,Anova,Fisher LSD,,,,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Fisher's LSD,1,Multiple-comparison procedure
original article,325,https://doi.org/10.1186/s42483-025-00346-0,Phytopathology Research,2025,"Iva Rosic, Milica Stefanovic, Dragana Mitic-Culafic, Jovana Grahovac, and Tanja Beric",Sugar beet,Sugar beet,1,Bacteria,1,Pseudomonas syringae pv. aptata,1,Greenhouse,1,Yes,Index,Continuous,DSI (%) based on visual assessment of foliar bacterial disease symptoms,0,100,Disease severity index for Pseudomonas bacterial disease on sugar beet,,Yes,Plant,,14 days post-inoculation,,Anova (two-way),Tukey's HSD,,,,Not reported,,Two-way ANOVA,ANOVA-based,Tukey,1,Multiple-comparison procedure
original article,327,https://doi.org/10.1186/s42483-025-00331-7,Phytopathology Research,2025,"Kai Yang, Hanxin Wang, Zhongjuan Zhao, Hongmei Li, Yanli Wei, Yilian Wang, Jindong Hu, Yuanzheng Wu, and Jishun Li",Wheat,Wheat,1,Fungi,1,Fusarium pseudograminearum,1,Field,1,Yes,Index,Continuous,DSI (%) = [sum (disease scale value x number of plants) / (maximum scale value x total plants)] x 100,0,100,Disease severity index for Fusarium crown rot of wheat,,Yes,Plant,3 replicates,,,Anova,Duncan's MRT,3,,,Parsed replicate count,,ANOVA,ANOVA-based,Duncan,1,Multiple-comparison procedure
original article,335,https://doi.org/10.1186/s42483-025-00343-3,Phytopathology Research,2025,"Qianyi Xiao, Yi Zhang, Liping Feng, Hongli Luo, Bang An and Qiannan Wang",Rubber tree,Rubber tree,1,Fungi,1,Colletotrichum gloeosporioides,1,Laboratory,1,Yes,Lesion size,Continuous,Lesion diameter on intact and wounded leaves,0,,Diameter of the lesion on inoculated rubber tree leaves,,No,Leaf,3,Not specified,,Anova,,,,,"Reported, complex/unparsed",,ANOVA,ANOVA-based,Not reported,0,Not reported
original article,344,https://doi.org/10.1186/s42483-025-00348-y,Phytopathology Research,2025,"Zhengzhe Guan, Luyang Song, Peimeng Sun, Mengjiao Wang, Mengyuan Zhang, Yuanyuan Zhang, Shaojian Li, Yanhong Qin, Caiyi Wen, Fei Wang, Ying Zhao",Salvia miltiorrhiza,Red sage,1,Fungi,1,Fusarium proliferatum,1,Greenhouse,1,Yes,Severity,Continuous,,,,Virulence / Disease severity,,No,Plant,,,,Anova,,,,,Not reported,,ANOVA,ANOVA-based,Not reported,0,Not reported
